,CLIENT NAME,CLIENT_LOCATION,REVIEW_TITLE,REVIEW_PARAGRAPH,REVIEW_SCORE,CLIENT_REVIEW_COUNT
2817,Olivier Leroy,FR,Réparation Switch suite port charge HS…,"Réparation Switch suite port charge HS ultra rapide (5 jours ouvrés envoi A/R inclus). La switch fonctionne à nouveau parfaitement. Service rapide, professionnel et suivi impeccable. Je recommande vivement.",Rated 5 out of 5 stars,1 review
2818,Carajujo,FR,Au top,Au top ! Changement du port Usb c de la switch invisible. Prise en charge même à distance nickel. Allez y les yeux fermés !,Rated 5 out of 5 stars,1 review
2819,Dimi Maillet,FR,"Très pro, ma Switch refonctionne, merci","Très pro, ma Switch",Rated 5 out of 5 stars,6 reviews
2820,Olivia watson,FR,"excellent,je suis tres content","excellent,je suis tres content. Merci Gamefix. love it",Rated 5 out of 5 stars,5 reviews
2821,Sylvain,FR,Super rapide intervention   bravo,None,Rated 5 out of 5 stars,1 review
2822,???,FR,Excellent service manette switch bouton…,Excellent service manette switch bouton ZL.ZRReparation rapide Prix correct Service client tres bienJe recommande,Rated 4 out of 5 stars,2 reviews
2823,yves-laurent Kipre,FR,reparation nickel un peu plus long que…,reparation nickel un peu plus long que prévu. bon relationnel avec les clients adresse à garder et faire tourner.,Rated 4 out of 5 stars,1 review
2824,manu,FR,Service au top,"Service au top, promesse tenue ! Quoi demander de plus ! Nintendo switch",Rated 5 out of 5 stars,1 review
2825,Mb,FR,Au top Nintendo Switch,"Un super accueil, la switch de mon fils avait le connecteur de charge cassé j’allais en racheter une donc 300 balles à donner et j’ai cherché avant pour la faire réparer je suis tombée sur Gamefix et 99 euros plus tard avec la possibilité de suivre l’avancée des réparations la switch est comme neuve avec une garantie de six mois ! Et nous sommes repartis avec des conseils en plus ! Donc je recommande +++",Rated 5 out of 5 stars,1 review
2826,Papa amadou Niang,FR,EXCELLENT...Rapide....Efficace....Pro.,EXCELLENT...Rapide....Efficace....Pro.Merci,Rated 5 out of 5 stars,3 reviews
2827,Stéph Ane,FR,Super réparation de ma manette ps4 je…,Super réparation de ma manette ps4 je recommande,Rated 5 out of 5 stars,1 review
2828,Adrian T,FR,Complicated fix to video chip PS4,Complicated fix to video chip on motherboard succeeded....PS4 saved. Price was as quoted. Service kept us informed on progress during whole process.,Rated 5 out of 5 stars,1 review
2829,Slama,FR,Au top tres professionnel,None,Rated 5 out of 5 stars,1 review
2830,Yannick MORTINIERA,FR,Excellent travail,None,Rated 5 out of 5 stars,1 review
2831,MORGAN BABOULENE,FR,Intervention rapide conforme au devis…,"Intervention rapide conforme au devis annoncé, rien à redire, parfait",Rated 5 out of 5 stars,1 review
2832,jean michel VINEL,FR,trés bon service,None,Rated 5 out of 5 stars,1 review
2833,orfane Sahidibe,FR,Super service,None,Rated 5 out of 5 stars,1 review
2834,olivier CHON,FR,efficace professionnel  au top merci,None,Rated 5 out of 5 stars,1 review
2835,RW,FR,Fantastic experience with GameFix.fr!,"Fantastic experience!!We needed to replace a broken screen on a Nintendo Switch Lite and had an online quote from GameFix of 89€ which included all shipping costs.Upon creating our account, GameFix provided a postage label (Colissimo) for free and so we simply packed the device and attached the label and the postman picked it up from our letterbox!!  We were then able to track the parcel all the way to GameFix.  Within 24 hours of receiving the device GameFix confirmed the quote and we approved the work.The repair was completed and shipped 24 hours later and was in our hands the next day!The work appears to have been completed properly using a good replacement screen.Overall, I would not hesitate recommending GameFix to anyone needing a quick, no-hassle device repair!!They get 5 stars and then some...",Rated 5 out of 5 stars,4 reviews
2836,Olivier Leroy,FR,Réparation Switch suite port charge HS…,"Réparation Switch suite port charge HS ultra rapide (5 jours ouvrés envoi A/R inclus). La switch fonctionne à nouveau parfaitement. Service rapide, professionnel et suivi impeccable. Je recommande vivement.",Rated 5 out of 5 stars,1 review
2837,Carajujo,FR,Au top,Au top ! Changement du port Usb c de la switch invisible. Prise en charge même à distance nickel. Allez y les yeux fermés !,Rated 5 out of 5 stars,1 review
2838,Dimi Maillet,FR,"Très pro, ma Switch refonctionne, merci","Très pro, ma Switch",Rated 5 out of 5 stars,6 reviews
2839,Olivia watson,FR,"excellent,je suis tres content","excellent,je suis tres content. Merci Gamefix. love it",Rated 5 out of 5 stars,5 reviews
2840,Sylvain,FR,Super rapide intervention   bravo,None,Rated 5 out of 5 stars,1 review
2841,???,FR,Excellent service manette switch bouton…,Excellent service manette switch bouton ZL.ZRReparation rapide Prix correct Service client tres bienJe recommande,Rated 4 out of 5 stars,2 reviews
2842,yves-laurent Kipre,FR,reparation nickel un peu plus long que…,reparation nickel un peu plus long que prévu. bon relationnel avec les clients adresse à garder et faire tourner.,Rated 4 out of 5 stars,1 review
2843,manu,FR,Service au top,"Service au top, promesse tenue ! Quoi demander de plus ! Nintendo switch",Rated 5 out of 5 stars,1 review
2844,Mb,FR,Au top Nintendo Switch,"Un super accueil, la switch de mon fils avait le connecteur de charge cassé j’allais en racheter une donc 300 balles à donner et j’ai cherché avant pour la faire réparer je suis tombée sur Gamefix et 99 euros plus tard avec la possibilité de suivre l’avancée des réparations la switch est comme neuve avec une garantie de six mois ! Et nous sommes repartis avec des conseils en plus ! Donc je recommande +++",Rated 5 out of 5 stars,1 review
2845,Papa amadou Niang,FR,EXCELLENT...Rapide....Efficace....Pro.,EXCELLENT...Rapide....Efficace....Pro.Merci,Rated 5 out of 5 stars,3 reviews
2846,Stéph Ane,FR,Super réparation de ma manette ps4 je…,Super réparation de ma manette ps4 je recommande,Rated 5 out of 5 stars,1 review
2847,Adrian T,FR,Complicated fix to video chip PS4,Complicated fix to video chip on motherboard succeeded....PS4 saved. Price was as quoted. Service kept us informed on progress during whole process.,Rated 5 out of 5 stars,1 review
2848,Slama,FR,Au top tres professionnel,None,Rated 5 out of 5 stars,1 review
2849,Yannick MORTINIERA,FR,Excellent travail,None,Rated 5 out of 5 stars,1 review
2850,MORGAN BABOULENE,FR,Intervention rapide conforme au devis…,"Intervention rapide conforme au devis annoncé, rien à redire, parfait",Rated 5 out of 5 stars,1 review
2851,jean michel VINEL,FR,trés bon service,None,Rated 5 out of 5 stars,1 review
2852,orfane Sahidibe,FR,Super service,None,Rated 5 out of 5 stars,1 review
2853,olivier CHON,FR,efficace professionnel  au top merci,None,Rated 5 out of 5 stars,1 review
2854,RW,FR,Fantastic experience with GameFix.fr!,"Fantastic experience!!We needed to replace a broken screen on a Nintendo Switch Lite and had an online quote from GameFix of 89€ which included all shipping costs.Upon creating our account, GameFix provided a postage label (Colissimo) for free and so we simply packed the device and attached the label and the postman picked it up from our letterbox!!  We were then able to track the parcel all the way to GameFix.  Within 24 hours of receiving the device GameFix confirmed the quote and we approved the work.The repair was completed and shipped 24 hours later and was in our hands the next day!The work appears to have been completed properly using a good replacement screen.Overall, I would not hesitate recommending GameFix to anyone needing a quick, no-hassle device repair!!They get 5 stars and then some...",Rated 5 out of 5 stars,4 reviews
2855,Olivier Leroy,FR,Réparation Switch suite port charge HS…,"Réparation Switch suite port charge HS ultra rapide (5 jours ouvrés envoi A/R inclus). La switch fonctionne à nouveau parfaitement. Service rapide, professionnel et suivi impeccable. Je recommande vivement.",Rated 5 out of 5 stars,1 review
2856,Carajujo,FR,Au top,Au top ! Changement du port Usb c de la switch invisible. Prise en charge même à distance nickel. Allez y les yeux fermés !,Rated 5 out of 5 stars,1 review
2857,Dimi Maillet,FR,"Très pro, ma Switch refonctionne, merci","Très pro, ma Switch",Rated 5 out of 5 stars,6 reviews
2858,Olivia watson,FR,"excellent,je suis tres content","excellent,je suis tres content. Merci Gamefix. love it",Rated 5 out of 5 stars,5 reviews
2859,Sylvain,FR,Super rapide intervention   bravo,None,Rated 5 out of 5 stars,1 review
2860,???,FR,Excellent service manette switch bouton…,Excellent service manette switch bouton ZL.ZRReparation rapide Prix correct Service client tres bienJe recommande,Rated 4 out of 5 stars,2 reviews
2861,yves-laurent Kipre,FR,reparation nickel un peu plus long que…,reparation nickel un peu plus long que prévu. bon relationnel avec les clients adresse à garder et faire tourner.,Rated 4 out of 5 stars,1 review
2862,manu,FR,Service au top,"Service au top, promesse tenue ! Quoi demander de plus ! Nintendo switch",Rated 5 out of 5 stars,1 review
2863,Mb,FR,Au top Nintendo Switch,"Un super accueil, la switch de mon fils avait le connecteur de charge cassé j’allais en racheter une donc 300 balles à donner et j’ai cherché avant pour la faire réparer je suis tombée sur Gamefix et 99 euros plus tard avec la possibilité de suivre l’avancée des réparations la switch est comme neuve avec une garantie de six mois ! Et nous sommes repartis avec des conseils en plus ! Donc je recommande +++",Rated 5 out of 5 stars,1 review
2864,Papa amadou Niang,FR,EXCELLENT...Rapide....Efficace....Pro.,EXCELLENT...Rapide....Efficace....Pro.Merci,Rated 5 out of 5 stars,3 reviews
2865,Stéph Ane,FR,Super réparation de ma manette ps4 je…,Super réparation de ma manette ps4 je recommande,Rated 5 out of 5 stars,1 review
2866,Adrian T,FR,Complicated fix to video chip PS4,Complicated fix to video chip on motherboard succeeded....PS4 saved. Price was as quoted. Service kept us informed on progress during whole process.,Rated 5 out of 5 stars,1 review
2867,Slama,FR,Au top tres professionnel,None,Rated 5 out of 5 stars,1 review
2868,Yannick MORTINIERA,FR,Excellent travail,None,Rated 5 out of 5 stars,1 review
2869,MORGAN BABOULENE,FR,Intervention rapide conforme au devis…,"Intervention rapide conforme au devis annoncé, rien à redire, parfait",Rated 5 out of 5 stars,1 review
2870,jean michel VINEL,FR,trés bon service,None,Rated 5 out of 5 stars,1 review
2871,orfane Sahidibe,FR,Super service,None,Rated 5 out of 5 stars,1 review
2872,olivier CHON,FR,efficace professionnel  au top merci,None,Rated 5 out of 5 stars,1 review
2873,RW,FR,Fantastic experience with GameFix.fr!,"Fantastic experience!!We needed to replace a broken screen on a Nintendo Switch Lite and had an online quote from GameFix of 89€ which included all shipping costs.Upon creating our account, GameFix provided a postage label (Colissimo) for free and so we simply packed the device and attached the label and the postman picked it up from our letterbox!!  We were then able to track the parcel all the way to GameFix.  Within 24 hours of receiving the device GameFix confirmed the quote and we approved the work.The repair was completed and shipped 24 hours later and was in our hands the next day!The work appears to have been completed properly using a good replacement screen.Overall, I would not hesitate recommending GameFix to anyone needing a quick, no-hassle device repair!!They get 5 stars and then some...",Rated 5 out of 5 stars,4 reviews
2874,Olivier Leroy,FR,Réparation Switch suite port charge HS…,"Réparation Switch suite port charge HS ultra rapide (5 jours ouvrés envoi A/R inclus). La switch fonctionne à nouveau parfaitement. Service rapide, professionnel et suivi impeccable. Je recommande vivement.",Rated 5 out of 5 stars,1 review
2875,Carajujo,FR,Au top,Au top ! Changement du port Usb c de la switch invisible. Prise en charge même à distance nickel. Allez y les yeux fermés !,Rated 5 out of 5 stars,1 review
2876,Dimi Maillet,FR,"Très pro, ma Switch refonctionne, merci","Très pro, ma Switch",Rated 5 out of 5 stars,6 reviews
2877,Olivia watson,FR,"excellent,je suis tres content","excellent,je suis tres content. Merci Gamefix. love it",Rated 5 out of 5 stars,5 reviews
2878,Sylvain,FR,Super rapide intervention   bravo,None,Rated 5 out of 5 stars,1 review
2879,???,FR,Excellent service manette switch bouton…,Excellent service manette switch bouton ZL.ZRReparation rapide Prix correct Service client tres bienJe recommande,Rated 4 out of 5 stars,2 reviews
2880,yves-laurent Kipre,FR,reparation nickel un peu plus long que…,reparation nickel un peu plus long que prévu. bon relationnel avec les clients adresse à garder et faire tourner.,Rated 4 out of 5 stars,1 review
2881,manu,FR,Service au top,"Service au top, promesse tenue ! Quoi demander de plus ! Nintendo switch",Rated 5 out of 5 stars,1 review
2882,Mb,FR,Au top Nintendo Switch,"Un super accueil, la switch de mon fils avait le connecteur de charge cassé j’allais en racheter une donc 300 balles à donner et j’ai cherché avant pour la faire réparer je suis tombée sur Gamefix et 99 euros plus tard avec la possibilité de suivre l’avancée des réparations la switch est comme neuve avec une garantie de six mois ! Et nous sommes repartis avec des conseils en plus ! Donc je recommande +++",Rated 5 out of 5 stars,1 review
2883,Papa amadou Niang,FR,EXCELLENT...Rapide....Efficace....Pro.,EXCELLENT...Rapide....Efficace....Pro.Merci,Rated 5 out of 5 stars,3 reviews
2884,Stéph Ane,FR,Super réparation de ma manette ps4 je…,Super réparation de ma manette ps4 je recommande,Rated 5 out of 5 stars,1 review
2885,Adrian T,FR,Complicated fix to video chip PS4,Complicated fix to video chip on motherboard succeeded....PS4 saved. Price was as quoted. Service kept us informed on progress during whole process.,Rated 5 out of 5 stars,1 review
2886,Slama,FR,Au top tres professionnel,None,Rated 5 out of 5 stars,1 review
2887,Yannick MORTINIERA,FR,Excellent travail,None,Rated 5 out of 5 stars,1 review
2888,MORGAN BABOULENE,FR,Intervention rapide conforme au devis…,"Intervention rapide conforme au devis annoncé, rien à redire, parfait",Rated 5 out of 5 stars,1 review
2889,jean michel VINEL,FR,trés bon service,None,Rated 5 out of 5 stars,1 review
2890,orfane Sahidibe,FR,Super service,None,Rated 5 out of 5 stars,1 review
2891,olivier CHON,FR,efficace professionnel  au top merci,None,Rated 5 out of 5 stars,1 review
2892,RW,FR,Fantastic experience with GameFix.fr!,"Fantastic experience!!We needed to replace a broken screen on a Nintendo Switch Lite and had an online quote from GameFix of 89€ which included all shipping costs.Upon creating our account, GameFix provided a postage label (Colissimo) for free and so we simply packed the device and attached the label and the postman picked it up from our letterbox!!  We were then able to track the parcel all the way to GameFix.  Within 24 hours of receiving the device GameFix confirmed the quote and we approved the work.The repair was completed and shipped 24 hours later and was in our hands the next day!The work appears to have been completed properly using a good replacement screen.Overall, I would not hesitate recommending GameFix to anyone needing a quick, no-hassle device repair!!They get 5 stars and then some...",Rated 5 out of 5 stars,4 reviews
2893,Olivier Leroy,FR,Réparation Switch suite port charge HS…,"Réparation Switch suite port charge HS ultra rapide (5 jours ouvrés envoi A/R inclus). La switch fonctionne à nouveau parfaitement. Service rapide, professionnel et suivi impeccable. Je recommande vivement.",Rated 5 out of 5 stars,1 review
2894,Carajujo,FR,Au top,Au top ! Changement du port Usb c de la switch invisible. Prise en charge même à distance nickel. Allez y les yeux fermés !,Rated 5 out of 5 stars,1 review
2895,Dimi Maillet,FR,"Très pro, ma Switch refonctionne, merci","Très pro, ma Switch",Rated 5 out of 5 stars,6 reviews
2896,Olivia watson,FR,"excellent,je suis tres content","excellent,je suis tres content. Merci Gamefix. love it",Rated 5 out of 5 stars,5 reviews
2897,Sylvain,FR,Super rapide intervention   bravo,None,Rated 5 out of 5 stars,1 review
2898,???,FR,Excellent service manette switch bouton…,Excellent service manette switch bouton ZL.ZRReparation rapide Prix correct Service client tres bienJe recommande,Rated 4 out of 5 stars,2 reviews
2899,yves-laurent Kipre,FR,reparation nickel un peu plus long que…,reparation nickel un peu plus long que prévu. bon relationnel avec les clients adresse à garder et faire tourner.,Rated 4 out of 5 stars,1 review
2900,manu,FR,Service au top,"Service au top, promesse tenue ! Quoi demander de plus ! Nintendo switch",Rated 5 out of 5 stars,1 review
2901,Mb,FR,Au top Nintendo Switch,"Un super accueil, la switch de mon fils avait le connecteur de charge cassé j’allais en racheter une donc 300 balles à donner et j’ai cherché avant pour la faire réparer je suis tombée sur Gamefix et 99 euros plus tard avec la possibilité de suivre l’avancée des réparations la switch est comme neuve avec une garantie de six mois ! Et nous sommes repartis avec des conseils en plus ! Donc je recommande +++",Rated 5 out of 5 stars,1 review
2902,Papa amadou Niang,FR,EXCELLENT...Rapide....Efficace....Pro.,EXCELLENT...Rapide....Efficace....Pro.Merci,Rated 5 out of 5 stars,3 reviews
2903,Stéph Ane,FR,Super réparation de ma manette ps4 je…,Super réparation de ma manette ps4 je recommande,Rated 5 out of 5 stars,1 review
2904,Adrian T,FR,Complicated fix to video chip PS4,Complicated fix to video chip on motherboard succeeded....PS4 saved. Price was as quoted. Service kept us informed on progress during whole process.,Rated 5 out of 5 stars,1 review
2905,Slama,FR,Au top tres professionnel,None,Rated 5 out of 5 stars,1 review
2906,Yannick MORTINIERA,FR,Excellent travail,None,Rated 5 out of 5 stars,1 review
2907,MORGAN BABOULENE,FR,Intervention rapide conforme au devis…,"Intervention rapide conforme au devis annoncé, rien à redire, parfait",Rated 5 out of 5 stars,1 review
2908,jean michel VINEL,FR,trés bon service,None,Rated 5 out of 5 stars,1 review
2909,orfane Sahidibe,FR,Super service,None,Rated 5 out of 5 stars,1 review
2910,olivier CHON,FR,efficace professionnel  au top merci,None,Rated 5 out of 5 stars,1 review
2911,RW,FR,Fantastic experience with GameFix.fr!,"Fantastic experience!!We needed to replace a broken screen on a Nintendo Switch Lite and had an online quote from GameFix of 89€ which included all shipping costs.Upon creating our account, GameFix provided a postage label (Colissimo) for free and so we simply packed the device and attached the label and the postman picked it up from our letterbox!!  We were then able to track the parcel all the way to GameFix.  Within 24 hours of receiving the device GameFix confirmed the quote and we approved the work.The repair was completed and shipped 24 hours later and was in our hands the next day!The work appears to have been completed properly using a good replacement screen.Overall, I would not hesitate recommending GameFix to anyone needing a quick, no-hassle device repair!!They get 5 stars and then some...",Rated 5 out of 5 stars,4 reviews
2912,Olivier Leroy,FR,Réparation Switch suite port charge HS…,"Réparation Switch suite port charge HS ultra rapide (5 jours ouvrés envoi A/R inclus). La switch fonctionne à nouveau parfaitement. Service rapide, professionnel et suivi impeccable. Je recommande vivement.",Rated 5 out of 5 stars,1 review
2913,Carajujo,FR,Au top,Au top ! Changement du port Usb c de la switch invisible. Prise en charge même à distance nickel. Allez y les yeux fermés !,Rated 5 out of 5 stars,1 review
2914,Dimi Maillet,FR,"Très pro, ma Switch refonctionne, merci","Très pro, ma Switch",Rated 5 out of 5 stars,6 reviews
2915,Olivia watson,FR,"excellent,je suis tres content","excellent,je suis tres content. Merci Gamefix. love it",Rated 5 out of 5 stars,5 reviews
2916,Sylvain,FR,Super rapide intervention   bravo,None,Rated 5 out of 5 stars,1 review
2917,???,FR,Excellent service manette switch bouton…,Excellent service manette switch bouton ZL.ZRReparation rapide Prix correct Service client tres bienJe recommande,Rated 4 out of 5 stars,2 reviews
2918,yves-laurent Kipre,FR,reparation nickel un peu plus long que…,reparation nickel un peu plus long que prévu. bon relationnel avec les clients adresse à garder et faire tourner.,Rated 4 out of 5 stars,1 review
2919,manu,FR,Service au top,"Service au top, promesse tenue ! Quoi demander de plus ! Nintendo switch",Rated 5 out of 5 stars,1 review
2920,Mb,FR,Au top Nintendo Switch,"Un super accueil, la switch de mon fils avait le connecteur de charge cassé j’allais en racheter une donc 300 balles à donner et j’ai cherché avant pour la faire réparer je suis tombée sur Gamefix et 99 euros plus tard avec la possibilité de suivre l’avancée des réparations la switch est comme neuve avec une garantie de six mois ! Et nous sommes repartis avec des conseils en plus ! Donc je recommande +++",Rated 5 out of 5 stars,1 review
2921,Papa amadou Niang,FR,EXCELLENT...Rapide....Efficace....Pro.,EXCELLENT...Rapide....Efficace....Pro.Merci,Rated 5 out of 5 stars,3 reviews
2922,Stéph Ane,FR,Super réparation de ma manette ps4 je…,Super réparation de ma manette ps4 je recommande,Rated 5 out of 5 stars,1 review
2923,Adrian T,FR,Complicated fix to video chip PS4,Complicated fix to video chip on motherboard succeeded....PS4 saved. Price was as quoted. Service kept us informed on progress during whole process.,Rated 5 out of 5 stars,1 review
2924,Slama,FR,Au top tres professionnel,None,Rated 5 out of 5 stars,1 review
2925,Yannick MORTINIERA,FR,Excellent travail,None,Rated 5 out of 5 stars,1 review
2926,MORGAN BABOULENE,FR,Intervention rapide conforme au devis…,"Intervention rapide conforme au devis annoncé, rien à redire, parfait",Rated 5 out of 5 stars,1 review
2927,jean michel VINEL,FR,trés bon service,None,Rated 5 out of 5 stars,1 review
2928,orfane Sahidibe,FR,Super service,None,Rated 5 out of 5 stars,1 review
2929,olivier CHON,FR,efficace professionnel  au top merci,None,Rated 5 out of 5 stars,1 review
2930,RW,FR,Fantastic experience with GameFix.fr!,"Fantastic experience!!We needed to replace a broken screen on a Nintendo Switch Lite and had an online quote from GameFix of 89€ which included all shipping costs.Upon creating our account, GameFix provided a postage label (Colissimo) for free and so we simply packed the device and attached the label and the postman picked it up from our letterbox!!  We were then able to track the parcel all the way to GameFix.  Within 24 hours of receiving the device GameFix confirmed the quote and we approved the work.The repair was completed and shipped 24 hours later and was in our hands the next day!The work appears to have been completed properly using a good replacement screen.Overall, I would not hesitate recommending GameFix to anyone needing a quick, no-hassle device repair!!They get 5 stars and then some...",Rated 5 out of 5 stars,4 reviews
2931,Olivier Leroy,FR,Réparation Switch suite port charge HS…,"Réparation Switch suite port charge HS ultra rapide (5 jours ouvrés envoi A/R inclus). La switch fonctionne à nouveau parfaitement. Service rapide, professionnel et suivi impeccable. Je recommande vivement.",Rated 5 out of 5 stars,1 review
2932,Carajujo,FR,Au top,Au top ! Changement du port Usb c de la switch invisible. Prise en charge même à distance nickel. Allez y les yeux fermés !,Rated 5 out of 5 stars,1 review
2933,Dimi Maillet,FR,"Très pro, ma Switch refonctionne, merci","Très pro, ma Switch",Rated 5 out of 5 stars,6 reviews
2934,Olivia watson,FR,"excellent,je suis tres content","excellent,je suis tres content. Merci Gamefix. love it",Rated 5 out of 5 stars,5 reviews
2935,Sylvain,FR,Super rapide intervention   bravo,None,Rated 5 out of 5 stars,1 review
2936,???,FR,Excellent service manette switch bouton…,Excellent service manette switch bouton ZL.ZRReparation rapide Prix correct Service client tres bienJe recommande,Rated 4 out of 5 stars,2 reviews
2937,yves-laurent Kipre,FR,reparation nickel un peu plus long que…,reparation nickel un peu plus long que prévu. bon relationnel avec les clients adresse à garder et faire tourner.,Rated 4 out of 5 stars,1 review
2938,manu,FR,Service au top,"Service au top, promesse tenue ! Quoi demander de plus ! Nintendo switch",Rated 5 out of 5 stars,1 review
2939,Mb,FR,Au top Nintendo Switch,"Un super accueil, la switch de mon fils avait le connecteur de charge cassé j’allais en racheter une donc 300 balles à donner et j’ai cherché avant pour la faire réparer je suis tombée sur Gamefix et 99 euros plus tard avec la possibilité de suivre l’avancée des réparations la switch est comme neuve avec une garantie de six mois ! Et nous sommes repartis avec des conseils en plus ! Donc je recommande +++",Rated 5 out of 5 stars,1 review
2940,Papa amadou Niang,FR,EXCELLENT...Rapide....Efficace....Pro.,EXCELLENT...Rapide....Efficace....Pro.Merci,Rated 5 out of 5 stars,3 reviews
2941,Stéph Ane,FR,Super réparation de ma manette ps4 je…,Super réparation de ma manette ps4 je recommande,Rated 5 out of 5 stars,1 review
2942,Adrian T,FR,Complicated fix to video chip PS4,Complicated fix to video chip on motherboard succeeded....PS4 saved. Price was as quoted. Service kept us informed on progress during whole process.,Rated 5 out of 5 stars,1 review
2943,Slama,FR,Au top tres professionnel,None,Rated 5 out of 5 stars,1 review
2944,Yannick MORTINIERA,FR,Excellent travail,None,Rated 5 out of 5 stars,1 review
2945,MORGAN BABOULENE,FR,Intervention rapide conforme au devis…,"Intervention rapide conforme au devis annoncé, rien à redire, parfait",Rated 5 out of 5 stars,1 review
2946,jean michel VINEL,FR,trés bon service,None,Rated 5 out of 5 stars,1 review
2947,orfane Sahidibe,FR,Super service,None,Rated 5 out of 5 stars,1 review
2948,olivier CHON,FR,efficace professionnel  au top merci,None,Rated 5 out of 5 stars,1 review
2949,RW,FR,Fantastic experience with GameFix.fr!,"Fantastic experience!!We needed to replace a broken screen on a Nintendo Switch Lite and had an online quote from GameFix of 89€ which included all shipping costs.Upon creating our account, GameFix provided a postage label (Colissimo) for free and so we simply packed the device and attached the label and the postman picked it up from our letterbox!!  We were then able to track the parcel all the way to GameFix.  Within 24 hours of receiving the device GameFix confirmed the quote and we approved the work.The repair was completed and shipped 24 hours later and was in our hands the next day!The work appears to have been completed properly using a good replacement screen.Overall, I would not hesitate recommending GameFix to anyone needing a quick, no-hassle device repair!!They get 5 stars and then some...",Rated 5 out of 5 stars,4 reviews
2950,Olivier Leroy,FR,Réparation Switch suite port charge HS…,"Réparation Switch suite port charge HS ultra rapide (5 jours ouvrés envoi A/R inclus). La switch fonctionne à nouveau parfaitement. Service rapide, professionnel et suivi impeccable. Je recommande vivement.",Rated 5 out of 5 stars,1 review
2951,Carajujo,FR,Au top,Au top ! Changement du port Usb c de la switch invisible. Prise en charge même à distance nickel. Allez y les yeux fermés !,Rated 5 out of 5 stars,1 review
2952,Dimi Maillet,FR,"Très pro, ma Switch refonctionne, merci","Très pro, ma Switch",Rated 5 out of 5 stars,6 reviews
2953,Olivia watson,FR,"excellent,je suis tres content","excellent,je suis tres content. Merci Gamefix. love it",Rated 5 out of 5 stars,5 reviews
2954,Sylvain,FR,Super rapide intervention   bravo,None,Rated 5 out of 5 stars,1 review
2955,???,FR,Excellent service manette switch bouton…,Excellent service manette switch bouton ZL.ZRReparation rapide Prix correct Service client tres bienJe recommande,Rated 4 out of 5 stars,2 reviews
2956,yves-laurent Kipre,FR,reparation nickel un peu plus long que…,reparation nickel un peu plus long que prévu. bon relationnel avec les clients adresse à garder et faire tourner.,Rated 4 out of 5 stars,1 review
2957,manu,FR,Service au top,"Service au top, promesse tenue ! Quoi demander de plus ! Nintendo switch",Rated 5 out of 5 stars,1 review
2958,Mb,FR,Au top Nintendo Switch,"Un super accueil, la switch de mon fils avait le connecteur de charge cassé j’allais en racheter une donc 300 balles à donner et j’ai cherché avant pour la faire réparer je suis tombée sur Gamefix et 99 euros plus tard avec la possibilité de suivre l’avancée des réparations la switch est comme neuve avec une garantie de six mois ! Et nous sommes repartis avec des conseils en plus ! Donc je recommande +++",Rated 5 out of 5 stars,1 review
2959,Papa amadou Niang,FR,EXCELLENT...Rapide....Efficace....Pro.,EXCELLENT...Rapide....Efficace....Pro.Merci,Rated 5 out of 5 stars,3 reviews
2960,Stéph Ane,FR,Super réparation de ma manette ps4 je…,Super réparation de ma manette ps4 je recommande,Rated 5 out of 5 stars,1 review
2961,Adrian T,FR,Complicated fix to video chip PS4,Complicated fix to video chip on motherboard succeeded....PS4 saved. Price was as quoted. Service kept us informed on progress during whole process.,Rated 5 out of 5 stars,1 review
2962,Slama,FR,Au top tres professionnel,None,Rated 5 out of 5 stars,1 review
2963,Yannick MORTINIERA,FR,Excellent travail,None,Rated 5 out of 5 stars,1 review
2964,MORGAN BABOULENE,FR,Intervention rapide conforme au devis…,"Intervention rapide conforme au devis annoncé, rien à redire, parfait",Rated 5 out of 5 stars,1 review
2965,jean michel VINEL,FR,trés bon service,None,Rated 5 out of 5 stars,1 review
2966,orfane Sahidibe,FR,Super service,None,Rated 5 out of 5 stars,1 review
2967,olivier CHON,FR,efficace professionnel  au top merci,None,Rated 5 out of 5 stars,1 review
2968,RW,FR,Fantastic experience with GameFix.fr!,"Fantastic experience!!We needed to replace a broken screen on a Nintendo Switch Lite and had an online quote from GameFix of 89€ which included all shipping costs.Upon creating our account, GameFix provided a postage label (Colissimo) for free and so we simply packed the device and attached the label and the postman picked it up from our letterbox!!  We were then able to track the parcel all the way to GameFix.  Within 24 hours of receiving the device GameFix confirmed the quote and we approved the work.The repair was completed and shipped 24 hours later and was in our hands the next day!The work appears to have been completed properly using a good replacement screen.Overall, I would not hesitate recommending GameFix to anyone needing a quick, no-hassle device repair!!They get 5 stars and then some...",Rated 5 out of 5 stars,4 reviews
2969,Olivier Leroy,FR,Réparation Switch suite port charge HS…,"Réparation Switch suite port charge HS ultra rapide (5 jours ouvrés envoi A/R inclus). La switch fonctionne à nouveau parfaitement. Service rapide, professionnel et suivi impeccable. Je recommande vivement.",Rated 5 out of 5 stars,1 review
2970,Carajujo,FR,Au top,Au top ! Changement du port Usb c de la switch invisible. Prise en charge même à distance nickel. Allez y les yeux fermés !,Rated 5 out of 5 stars,1 review
2971,Dimi Maillet,FR,"Très pro, ma Switch refonctionne, merci","Très pro, ma Switch",Rated 5 out of 5 stars,6 reviews
2972,Olivia watson,FR,"excellent,je suis tres content","excellent,je suis tres content. Merci Gamefix. love it",Rated 5 out of 5 stars,5 reviews
